Customer_Id,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Credit_Limit(INR),Total_Revolving_Bal,Total_Revolving_Bal(INR),Total_Trans_Amt,Total_Trans_Amt(INR),Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc
708224133,Blue,430,1,105,01-01-2023,Week-1,Q1,2023,2228,190538.56,1480,126569.6,4431,378939.12,71,0.664,Swipe ,Grocery,841.89,0
708225483,Blue,200,1,68,01-01-2023,Week-1,Q1,2023,11242,961415.84,1561,133496.72,4246,363117.92,81,0.139,Swipe ,Entertainment,806.74,0
708226833,Gold,415,0,96,01-01-2023,Week-1,Q1,2023,34516,2951808.32,831,71067.12,13247,1132883.44,107,0.024,Swipe ,Food,1192.23,0
708229308,Blue,245,1,72,01-01-2023,Week-1,Q1,2023,3243,277341.36,0,0,6059,518165.68,71,0,Swipe ,Fuel,727.08,0
708231183,Blue,460,0,92,01-01-2023,Week-1,Q1,2023,12539,1072335.28,910,77823.2,2643,226029.36,72,0.073,Swipe ,Grocery,290.73,0
708234558,Blue,200,0,88,01-01-2023,Week-1,Q1,2023,2239,191479.28,1340,114596.8,4540,388260.8,73,0.598,Chip ,Entertainment,635.6,0
708238833,Blue,365,1,61,01-01-2023,Week-1,Q1,2023,3032,259296.64,2215,189426.8,1387,118616.24,30,0.731,Swipe ,Fuel,152.57,0
708241233,Blue,95,0,73,01-01-2023,Week-1,Q1,2023,2972,254165.44,0,0,922,78849.44,25,0,Swipe ,Bills,138.3,0
708242283,Blue,295,1,59,01-01-2023,Week-1,Q1,2023,5346,457189.92,0,0,3253,278196.56,80,0,Swipe ,Food,325.3,0
708243483,Blue,250,0,119,01-01-2023,Week-1,Q1,2023,14938,1277497.76,1155,98775.6,2248,192248.96,51,0.077,Swipe ,Bills,427.12,0
708244458,Blue,405,1,91,01-01-2023,Week-1,Q1,2023,2793,238857.36,1517,129733.84,3485,298037.2,72,0.543,Swipe ,Food,383.35,0
708245808,Gold,455,0,78,01-01-2023,Week-1,Q1,2023,19671,1682263.92,924,79020.48,13908,1189412.16,124,0.047,Swipe ,Travel,2503.44,0
708248358,Silver,200,1,67,01-01-2023,Week-1,Q1,2023,29937,2560212.24,0,0,14863,1271083.76,109,0,Online ,Bills,1932.19,0
708249708,Blue,300,1,92,01-01-2023,Week-1,Q1,2023,4844,414258.88,1576,134779.52,1489,127339.28,48,0.325,Swipe ,Fuel,253.13,0
708252108,Blue,475,1,162,01-01-2023,Week-1,Q1,2023,7362,629598.24,1907,163086.64,4065,347638.8,65,0.259,Chip ,Fuel,243.9,0
708253458,Blue,125,1,113,01-01-2023,Week-1,Q1,2023,5528,472754.56,1823,155902.96,4857,415370.64,81,0.33,Swipe ,Food,1408.53,0
708254733,Blue,325,1,73,01-01-2023,Week-1,Q1,2023,2968,253823.36,1873,160178.96,5171,442223.92,85,0.631,Swipe ,Fuel,1241.04,0
708255633,Blue,200,0,110,01-01-2023,Week-1,Q1,2023,3761,321640.72,1710,146239.2,3240,277084.8,65,0.455,Swipe ,Fuel,550.8,0
708260208,Blue,150,1,86,01-01-2023,Week-1,Q1,2023,2057,175914.64,1279,109380.08,4321,369531.92,76,0.622,Chip ,Food,1123.46,0
708266883,Blue,355,0,136,01-01-2023,Week-1,Q1,2023,1666,142476.32,0,0,2312,197722.24,35,0,Swipe ,Food,184.96,0
708267858,Blue,140,0,115,01-01-2023,Week-1,Q1,2023,6088,520645.76,2145,183440.4,2098,179420.96,52,0.352,Swipe ,Entertainment,482.54,0
708269583,Blue,335,1,102,01-01-2023,Week-1,Q1,2023,2029,173520.08,1377,117761.04,4014,343277.28,86,0.679,Chip ,Entertainment,1003.5,0
708271833,Silver,195,1,63,01-01-2023,Week-1,Q1,2023,15069,1288700.88,1843,157613.36,3464,296241.28,67,0.122,Online ,Bills,831.36,0
708272808,Blue,150,0,76,01-01-2023,Week-1,Q1,2023,2718,232443.36,1474,126056.48,3542,302911.84,59,0.542,Chip ,Fuel,566.72,0
708273858,Blue,355,1,112,01-01-2023,Week-1,Q1,2023,34516,2951808.32,0,0,3734,319331.68,80,0,Swipe ,Fuel,522.76,0
708276183,Blue,375,0,91,01-01-2023,Week-1,Q1,2023,1760,150515.2,0,0,1554,132898.08,35,0,Swipe ,Bills,279.72,0
708281433,Blue,335,0,81,01-01-2023,Week-1,Q1,2023,1438.3,123003.416,0,0,3848,329080.96,75,0,Swipe ,Food,269.36,0
708285108,Blue,420,1,80,01-01-2023,Week-1,Q1,2023,6128,524066.56,2239,191479.28,13505,1154947.6,116,0.365,Swipe ,Fuel,1620.6,1
708286683,Blue,250,0,67,01-01-2023,Week-1,Q1,2023,12045,1030088.4,1749,149574.48,4884,417679.68,86,0.145,Swipe ,Bills,1123.32,1
708288108,Blue,360,1,118,01-01-2023,Week-1,Q1,2023,5639,482247.28,1547,132299.44,647,55331.44,15,0.274,Swipe ,Bills,135.87,1
708290208,Silver,355,1,109,01-01-2023,Week-1,Q1,2023,13608,1163756.16,1190,101768.8,3118,266651.36,76,0.087,Chip ,Entertainment,841.86,1
708291633,Blue,390,1,100,01-01-2023,Week-1,Q1,2023,4651,397753.52,2499,213714.48,5097,435895.44,79,0.537,Swipe ,Entertainment,1223.28,1
708292833,Blue,150,1,59,01-01-2023,Week-1,Q1,2023,27389,2342307.28,1250,106900,2754,235522.08,60,0.046,Online ,Bills,247.86,1
708295533,Blue,250,0,106,01-01-2023,Week-1,Q1,2023,3549,303510.48,1880,160777.6,1215,103906.8,22,0.53,Swipe ,Travel,230.85,1
708296883,Blue,280,0,93,01-01-2023,Week-1,Q1,2023,11749,1004774.48,788,67389.76,1178,100742.56,27,0.067,Swipe ,Travel,259.16,1
708298233,Blue,125,0,72,01-01-2023,Week-1,Q1,2023,6184,528855.68,0,0,1756,150173.12,49,0,Swipe ,Fuel,456.56,1
708300483,Blue,245,0,110,01-01-2023,Week-1,Q1,2023,7882,674068.64,605,51739.6,704,60206.08,16,0.077,Swipe ,Travel,197.12,1
708301683,Blue,125,0,89,01-01-2023,Week-1,Q1,2023,20798,1778644.96,1059,90565.68,8038,687409.76,90,0.051,Swipe ,Food,2009.5,0
708303108,Blue,175,0,88,01-01-2023,Week-1,Q1,2023,1770,151370.4,1706,145897.12,4940,422468.8,94,0.964,Swipe ,Grocery,1037.4,0
708307533,Blue,345,0,89,01-01-2023,Week-1,Q1,2023,3086,263914.72,0,0,4129,353112.08,81,0,Swipe ,Food,371.61,0
708313608,Blue,245,1,61,01-01-2023,Week-1,Q1,2023,2464,210721.28,2116,180960.32,2110,180447.2,43,0.859,Swipe ,Food,274.3,0
708314808,Blue,100,1,111,01-01-2023,Week-1,Q1,2023,5659,483957.68,1393,119129.36,1570,134266.4,40,0.246,Swipe ,Fuel,298.3,0
708316008,Blue,345,1,108,01-01-2023,Week-1,Q1,2023,10031,857851.12,0,0,1792,153251.84,29,0,Swipe ,Fuel,394.24,0
708319908,Blue,300,0,92,01-01-2023,Week-1,Q1,2023,4116,352000.32,1473,125970.96,8667,741201.84,70,0.358,Online ,Travel,1820.07,0
708323208,Blue,290,1,118,01-01-2023,Week-1,Q1,2023,1522,130161.44,0,0,2241,191650.32,36,0,Swipe ,Food,403.38,0
708324483,Blue,290,1,70,01-01-2023,Week-1,Q1,2023,1548,132384.96,0,0,4420,377998.4,71,0,Chip ,Bills,707.2,0
708330858,Blue,250,1,133,01-01-2023,Week-1,Q1,2023,8249,705454.48,1381,118103.12,678,57982.56,11,0.167,Swipe ,Travel,122.04,0
708331758,Silver,250,0,120,01-01-2023,Week-1,Q1,2023,32444,2774610.88,1843,157613.36,3725,318562,60,0.057,Swipe ,Fuel,409.75,0
708332808,Blue,470,1,111,01-01-2023,Week-1,Q1,2023,3471,296839.92,0,0,14381,1229863.12,115,0,Swipe ,Fuel,3163.82,0
708334158,Blue,200,0,98,01-01-2023,Week-1,Q1,2023,9863,843483.76,686,58666.72,3068,262375.36,58,0.07,Chip ,Entertainment,306.8,0
708337683,Blue,465,1,98,01-01-2023,Week-1,Q1,2023,21800,1864336,893,76369.36,3820,326686.4,62,0.041,Chip ,Entertainment,573,0
708338958,Blue,200,1,54,01-01-2023,Week-1,Q1,2023,3173,271354.96,1713,146495.76,3797,324719.44,75,0.54,Chip ,Bills,341.73,0
708340758,Blue,300,0,88,01-01-2023,Week-1,Q1,2023,7769,664404.88,0,0,8109,693481.68,74,0,Chip ,Grocery,1054.17,0
708341958,Blue,175,1,75,01-01-2023,Week-1,Q1,2023,2061,176256.72,1904,162830.08,4480,383129.6,86,0.924,Swipe ,Food,716.8,0
708344358,Blue,125,1,81,01-01-2023,Week-1,Q1,2023,2495,213372.4,1354,115794.08,1311,112116.72,31,0.543,Swipe ,Travel,249.09,0
708347583,Blue,465,1,42,01-01-2023,Week-1,Q1,2023,2509,214569.68,1144,97834.88,1804,154278.08,38,0.456,Swipe ,Grocery,378.84,0
708354858,Blue,200,0,58,01-01-2023,Week-1,Q1,2023,14938,1277497.76,0,0,8192,700579.84,80,0,Swipe ,Bills,491.52,0
708355683,Blue,285,0,46,01-01-2023,Week-1,Q1,2023,16815,1438018.8,0,0,2976,254507.52,65,0,Swipe ,Fuel,624.96,0
708357183,Blue,300,1,139,01-01-2023,Week-1,Q1,2023,1438.3,123003.416,0,0,3511,300260.72,64,0,Chip ,Fuel,702.2,0
708358683,Silver,100,0,92,01-01-2023,Week-1,Q1,2023,34516,2951808.32,1236,105702.72,1665,142390.8,40,0.036,Swipe ,Bills,449.55,0
708360108,Blue,245,1,71,01-01-2023,Week-1,Q1,2023,2800,239456,1338,114425.76,4869,416396.88,90,0.478,Chip ,Grocery,779.04,0
708361833,Blue,460,0,76,01-01-2023,Week-1,Q1,2023,19430,1661653.6,0,0,3650,312148,80,0,Swipe ,Fuel,511,0
708367908,Blue,190,0,87,01-01-2023,Week-1,Q1,2023,3022,258441.44,1627,139141.04,4390,375432.8,82,0.538,Chip ,Bills,614.6,1
708369633,Gold,250,1,100,01-01-2023,Week-1,Q1,2023,15487,1324448.24,1847,157955.44,7031,601291.12,67,0.119,Swipe ,Bills,1054.65,1
708371733,Blue,300,1,83,01-01-2023,Week-1,Q1,2023,4662,398694.24,0,0,4931,421699.12,81,0,Swipe ,Fuel,1084.82,1
708373083,Blue,175,1,110,01-01-2023,Week-1,Q1,2023,3356,287005.12,2517,215253.84,2032,173776.64,39,0.75,Swipe ,Fuel,467.36,1
708375858,Blue,405,0,83,01-01-2023,Week-1,Q1,2023,2776,237403.52,1341,114682.32,4318,369275.36,68,0.483,Swipe ,Grocery,302.26,1
708376983,Blue,485,1,149,01-01-2023,Week-1,Q1,2023,8513,728031.76,799,68330.48,2119,181216.88,37,0.094,Swipe ,Food,127.14,1
708378108,Blue,245,0,97,01-01-2023,Week-1,Q1,2023,2147,183611.44,771,65935.92,4631,396043.12,76,0.359,Chip ,Bills,787.27,0
708382083,Blue,245,1,93,01-01-2023,Week-1,Q1,2023,2292,196011.84,0,0,2584,220983.68,60,0,Swipe ,Bills,335.92,0
708384033,Blue,420,1,108,01-01-2023,Week-1,Q1,2023,2745,234752.4,2463,210635.76,2466,210892.32,39,0.897,Swipe ,Food,345.24,0
708385533,Silver,335,1,99,01-01-2023,Week-1,Q1,2023,11059,945765.68,0,0,9524,814492.48,80,0,Chip ,Grocery,1523.84,0
708386958,Blue,245,1,88,01-01-2023,Week-1,Q1,2023,1561,133496.72,0,0,1947,166507.44,28,0,Swipe ,Bills,175.23,0
708387933,Blue,195,0,114,01-01-2023,Week-1,Q1,2023,5500,470360,0,0,14357,1227810.64,110,0,Swipe ,Bills,1435.7,0
708390633,Blue,475,0,81,01-01-2023,Week-1,Q1,2023,2421,207043.92,2312,197722.24,4219,360808.88,69,0.955,Chip ,Bills,295.33,0
708393633,Blue,190,0,66,01-01-2023,Week-1,Q1,2023,2685,229621.2,1647,140851.44,4625,395530,94,0.613,Chip ,Fuel,370,0
708394908,Blue,365,1,56,01-01-2023,Week-1,Q1,2023,2337,199860.24,1442,123319.84,3945,337376.4,65,0.617,Chip ,Entertainment,276.15,0
708396033,Blue,175,0,80,01-01-2023,Week-1,Q1,2023,2490,212944.8,1059,90565.68,12257,1048218.64,101,0.425,Swipe ,Bills,3064.25,0
708397008,Blue,200,1,70,01-01-2023,Week-1,Q1,2023,3805,325403.6,821,70211.92,4326,369959.52,67,0.216,Swipe ,Food,865.2,0
708398283,Blue,125,1,101,01-01-2023,Week-1,Q1,2023,4394,375774.88,885,75685.2,1377,117761.04,32,0.201,Swipe ,Bills,275.4,0
708399858,Blue,415,1,68,01-01-2023,Week-1,Q1,2023,2548,217904.96,2250,192420,4747,405963.44,77,0.883,Swipe ,Entertainment,712.05,0
708402333,Blue,395,1,68,01-01-2023,Week-1,Q1,2023,4549,389030.48,1313,112287.76,4782,408956.64,88,0.289,Chip ,Fuel,1243.32,0
708403308,Silver,425,1,99,01-01-2023,Week-1,Q1,2023,15133,1294174.16,1663,142219.76,4392,375603.84,68,0.11,Chip ,Bills,570.96,0
708404883,Blue,370,0,93,01-01-2023,Week-1,Q1,2023,27804,2377798.08,0,0,2761,236120.72,57,0,Chip ,Entertainment,745.47,0
708406083,Blue,380,1,111,01-01-2023,Week-1,Q1,2023,3436,293846.72,2493,213201.36,5211,445644.72,90,0.726,Online ,Bills,1094.31,0
708412758,Blue,140,1,47,01-01-2023,Week-1,Q1,2023,1457,124602.64,0,0,2200,188144,45,0,Chip ,Food,374,0
708414033,Blue,245,0,93,01-01-2023,Week-1,Q1,2023,2845,243304.4,1153,98604.56,3730,318989.6,66,0.405,Swipe ,Fuel,634.1,0
708416433,Blue,125,1,73,01-01-2023,Week-1,Q1,2023,2372,202853.44,0,0,2499,213714.48,41,0,Swipe ,Grocery,449.82,0
708419733,Blue,365,0,66,01-01-2023,Week-1,Q1,2023,22599,1932666.48,0,0,4739,405279.28,55,0,Swipe ,Food,1374.31,0
708421833,Blue,390,0,85,01-01-2023,Week-1,Q1,2023,3342,285807.84,2517,215253.84,1139,97407.28,30,0.753,Online ,Bills,193.63,0
708423933,Blue,450,1,57,01-01-2023,Week-1,Q1,2023,6103,521928.56,0,0,3203,273920.56,64,0,Swipe ,Bills,288.27,0
708426483,Blue,455,0,105,01-01-2023,Week-1,Q1,2023,5816,497384.32,716,61232.32,3534,302227.68,73,0.123,Swipe ,Entertainment,530.1,0
708427908,Blue,395,1,100,01-01-2023,Week-1,Q1,2023,2035,174033.2,1343,114853.36,4643,397069.36,86,0.66,Chip ,Fuel,325.01,0
708428958,Gold,345,0,110,01-01-2023,Week-1,Q1,2023,34516,2951808.32,0,0,9179,784988.08,113,0,Swipe ,Bills,2019.38,0
708431433,Blue,225,1,115,01-01-2023,Week-1,Q1,2023,11789,1008195.28,1420,121438.4,1463,125115.76,32,0.12,Swipe ,Bills,365.75,0
708433683,Blue,125,0,121,01-01-2023,Week-1,Q1,2023,3164,270585.28,2201,188229.52,4410,377143.2,86,0.696,Online ,Entertainment,1146.6,0
708434733,Blue,385,0,89,01-01-2023,Week-1,Q1,2023,6735,575977.2,2289,195755.28,1249,106814.48,28,0.34,Swipe ,Grocery,262.29,1
708438033,Blue,175,1,78,01-01-2023,Week-1,Q1,2023,3049,260750.48,2198,187972.96,2617,223805.84,48,0.721,Swipe ,Entertainment,575.74,1
708442158,Blue,275,0,127,01-01-2023,Week-1,Q1,2023,6182,528684.64,1516,129648.32,3801,325061.52,61,0.245,Chip ,Bills,988.26,1
708445608,Blue,490,0,43,01-01-2023,Week-1,Q1,2023,3305,282643.6,2517,215253.84,2027,173349.04,57,0.762,Swipe ,Entertainment,222.97,1
708446808,Blue,250,1,87,01-01-2023,Week-1,Q1,2023,2946,251941.92,1359,116221.68,2017,172493.84,48,0.461,Swipe ,Bills,564.76,1
708447858,Blue,385,0,92,01-01-2023,Week-1,Q1,2023,3850,329252,0,0,15107,1291950.64,117,0,Chip ,Entertainment,2417.12,1
708450033,Blue,465,1,77,01-01-2023,Week-1,Q1,2023,2605,222779.6,2269,194044.88,5298,453084.96,79,0.871,Swipe ,Fuel,370.86,1
708451233,Blue,410,1,83,01-01-2023,Week-1,Q1,2023,5090,435296.8,1650,141108,3707,317022.64,72,0.324,Swipe ,Fuel,593.12,1
708453408,Blue,355,0,93,01-01-2023,Week-1,Q1,2023,16050,1372596,0,0,3721,318219.92,62,0,Swipe ,Bills,893.04,1
708455883,Blue,175,1,44,01-01-2023,Week-1,Q1,2023,10244,876066.88,861,73632.72,1127,96381.04,29,0.084,Swipe ,Bills,202.86,0
708459633,Blue,380,1,92,01-01-2023,Week-1,Q1,2023,5815,497298.8,1698,145212.96,1604,137174.08,42,0.292,Swipe ,Entertainment,352.88,0
708462258,Silver,270,1,83,01-01-2023,Week-1,Q1,2023,5189,443763.28,1171,100143.92,16563,1416467.76,94,0.226,Chip ,Travel,1821.93,0
708469533,Blue,250,1,66,01-01-2023,Week-1,Q1,2023,5395,461380.4,1439,123063.28,3523,301286.96,79,0.267,Chip ,Fuel,493.22,0
708472008,Blue,325,0,105,01-01-2023,Week-1,Q1,2023,6680,571273.6,1839,157271.28,7632,652688.64,95,0.275,Swipe ,Bills,1984.32,0
708473133,Blue,150,1,111,01-01-2023,Week-1,Q1,2023,1677,143417.04,0,0,4588,392365.76,68,0,Chip ,Fuel,1284.64,0
708474333,Blue,465,0,89,01-01-2023,Week-1,Q1,2023,12294,1051382.88,2517,215253.84,7906,676121.12,87,0.205,Online ,Bills,790.6,0
