Customer Id,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Income(INR),Cust_Satisfaction_Score
708419733,44,M,3,Graduate,Married,TX,91750,no,yes,no,cellular,Blue-collar,76246,6520557.92,3
708421833,54,F,2,High School,Single,NY,91750,no,no,no,cellular,Selfemployeed,6550,560156,2
708423933,48,F,1,Doctorate,Married,IA,91750,no,no,no,cellular,Businessman,35491,3035190.32,2
708426483,60,F,1,Uneducated,Married,CT,91750,yes,yes,no,cellular,Businessman,38451,3288329.52,3
708427908,33,M,3,Graduate,Married,FL,91750,no,no,no,cellular,Blue-collar,72412,6192674.24,2
708428958,57,M,3,Graduate,Single,FL,91750,yes,no,no,cellular,White-collar,118175,10106326,2
708431433,41,F,2,Graduate,Married,CA,91750,no,no,no,telephone,Blue-collar,14633,1251414.16,3
708433683,62,M,1,Graduate,Single,FL,91750,no,no,no,cellular,Govt,61002,5216891.04,2
708434733,52,F,2,Unknown,Single,FL,91750,no,no,no,cellular,Blue-collar,10627,908821.04,2
708438033,41,M,4,High School,Single,TX,91750,no,no,yes,telephone,Selfemployeed,30828,2636410.56,3
708442158,42,F,4,Graduate,Married,CA,91750,yes,no,no,cellular,Businessman,42377,3624081.04,2
708445608,44,F,4,Uneducated,Married,FL,91750,no,no,no,cellular,Blue-collar,20389,1743667.28,3
708446808,51,F,3,High School,Single,NY,91750,no,yes,no,cellular,Blue-collar,20281,1734431.12,3
708447858,40,F,2,High School,Married,MA,91750,yes,yes,no,cellular,Businessman,200276,17127603.52,2
708450033,38,M,2,Unknown,Married,CA,91750,yes,no,no,cellular,Businessman,97684,8353935.68,3
708451233,26,F,0,Graduate,Single,FL,91750,yes,no,no,cellular,Retirees,40785,3487933.2,2
708453408,42,F,3,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,41039,3509655.28,2
708455883,33,F,0,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,6550,560156,2
708459633,45,F,5,Uneducated,Married,NY,91750,no,yes,yes,unknown,Selfemployeed,14975,1280662,2
708462258,54,F,4,Graduate,Married,NJ,91750,no,no,no,cellular,Businessman,235349,20127046.48,2
708469533,57,F,3,Uneducated,Single,FL,91750,no,yes,no,unknown,Selfemployeed,38273,3273106.96,3
708472008,47,M,2,Graduate,Married,CA,91750,no,yes,yes,cellular,White-collar,105522,9024241.44,2
708473133,44,M,5,Unknown,Married,CA,91750,yes,no,no,cellular,Govt,69787,5968184.24,3
708474333,50,M,4,Graduate,Married,TX,91750,no,no,no,unknown,Blue-collar,108894,9312614.88,3
708476808,55,F,1,Doctorate,Married,CA,91750,yes,yes,no,cellular,Selfemployeed,5525,472498,3
708478233,45,F,2,Uneducated,Married,NY,91750,no,yes,no,unknown,White-collar,58670,5017458.4,3
708480333,65,F,0,Uneducated,Single,FL,91750,no,no,no,cellular,Govt,23891,2043158.32,3
708482658,51,M,2,Graduate,Married,TX,91750,yes,no,yes,telephone,Businessman,219668,18786007.36,2
708483708,39,M,2,Unknown,Married,NJ,91750,yes,no,no,cellular,Blue-collar,58122,4970593.44,3
708486033,59,F,0,Doctorate,Single,CA,91750,yes,no,no,cellular,Retirees,15671,1340183.92,3
708488208,45,F,3,Uneducated,Married,TX,91750,yes,yes,yes,cellular,Businessman,23898,2043756.96,3
708489258,56,F,5,Doctorate,Single,TX,91750,yes,no,no,unknown,Retirees,38817,3319629.84,3
708491508,46,F,3,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,43716,3738592.32,2
708492558,56,F,2,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,6550,560156,2
708494583,48,F,5,Post-Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,41132,3517608.64,3
708496833,33,M,1,Graduate,Single,CA,91750,yes,yes,no,cellular,Govt,117520,10050310.4,2
708498033,45,F,3,High School,Married,FL,91750,no,yes,no,cellular,White-collar,32495,2778972.4,3
708499608,43,F,4,Graduate,Single,NY,91750,no,no,no,cellular,Businessman,48566,4153364.32,2
708500883,40,M,4,Unknown,Married,NY,91750,no,yes,no,cellular,Businessman,113841,9735682.32,2
708501783,35,F,2,High School,Single,FL,91750,yes,no,no,cellular,Blue-collar,17340,1482916.8,3
708502908,48,F,2,Graduate,Married,NJ,91750,yes,no,no,cellular,Blue-collar,45372,3880213.44,2
708504783,47,F,3,Uneducated,Married,IL,91750,no,yes,no,unknown,Retirees,37815,3233938.8,2
708506508,52,M,1,Uneducated,Single,VA,91750,no,no,yes,cellular,Selfemployeed,83535,7143913.2,2
708507483,55,M,4,Unknown,Single,NY,91750,no,no,no,cellular,Blue-collar,78913,6748639.76,3
708508758,34,F,4,Uneducated,Single,TX,91750,yes,no,no,cellular,Selfemployeed,1250,106900,3
708510858,55,F,2,High School,Single,CA,90025,no,no,no,unknown,Businessman,214404,18335830.08,2
708511983,48,M,3,Graduate,Single,CA,91750,yes,yes,no,cellular,Retirees,45977,3931953.04,3
708513183,40,F,5,High School,Single,CA,91750,no,no,no,unknown,Selfemployeed,34616,2960360.32,3
708514383,55,F,4,Uneducated,Married,FL,91750,no,yes,no,cellular,White-collar,57484,4916031.68,2
708515358,45,F,4,High School,Married,TX,91750,no,yes,no,cellular,Businessman,53906,4610041.12,2
708516558,42,F,4,Graduate,Married,TX,91750,no,yes,no,cellular,Blue-collar,52148,4459696.96,3
708519108,47,F,2,Unknown,Single,CA,91750,yes,yes,no,unknown,Businessman,20597,1761455.44,2
708522033,36,F,1,Uneducated,Single,CA,91701,no,yes,no,cellular,Businessman,198343,16962293.36,3
708525108,34,M,3,High School,Married,FL,91750,no,no,no,cellular,Govt,50792,4343731.84,2
708528483,44,F,2,Graduate,Unknown,FL,91750,no,no,no,cellular,Blue-collar,13010,1112615.2,2
708532308,40,F,3,Unknown,Married,CA,91750,yes,yes,no,cellular,Govt,34149,2920422.48,2
708534033,58,M,1,Unknown,Married,NJ,91750,no,yes,yes,cellular,Blue-collar,75578,6463430.56,2
708535158,33,M,1,Graduate,Single,IA,91750,no,no,no,telephone,White-collar,114717,9810597.84,3
708536283,36,F,2,Graduate,Single,NY,91750,no,no,no,cellular,Govt,31226,2670447.52,2
708538608,50,F,2,Uneducated,Married,NJ,91750,no,no,yes,telephone,Retirees,48968,4187743.36,3
708539583,51,F,1,Post-Graduate,Single,NY,91750,no,yes,no,cellular,Govt,46675,3991646,3
708542283,38,M,1,Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,60253,5152836.56,2
708543258,55,F,2,Doctorate,Single,CA,91750,yes,yes,no,cellular,Businessman,20631,1764363.12,2
708545058,59,M,0,High School,Single,NY,91750,yes,no,no,cellular,Govt,94345,8068384.4,2
708549033,45,M,4,High School,Married,CA,91750,no,no,no,unknown,Retirees,90458,7735968.16,2
708551508,41,M,3,Uneducated,Married,CA,91750,no,no,no,cellular,Selfemployeed,87971,7523279.92,2
708553008,49,M,4,Doctorate,Married,NJ,91750,yes,no,no,cellular,Govt,74928,6407842.56,1
708555633,51,M,3,Uneducated,Married,CA,90025,no,no,no,unknown,Businessman,203890,17436672.8,2
708557358,44,F,4,Graduate,Single,NY,91750,no,no,yes,cellular,Businessman,18357,1569890.64,2
708558408,48,M,3,Unknown,Married,NY,91750,no,no,no,cellular,Selfemployeed,41925,3585426,3
708559533,43,M,1,High School,Married,TX,91750,yes,no,yes,cellular,Businessman,62768,5367919.36,2
708560733,37,M,3,High School,Single,CA,91750,no,yes,no,cellular,Govt,75192,6430419.84,3
708563433,40,F,2,Uneducated,Married,FL,91750,no,no,no,unknown,Selfemployeed,14975,1280662,3
708564858,54,M,2,Unknown,Married,FL,91750,no,yes,no,unknown,White-collar,118629,10145152.08,1
708568983,53,M,3,Unknown,Married,FL,91750,no,yes,no,cellular,Govt,111225,9511962,3
708572658,51,F,3,Graduate,Married,CA,90250,yes,no,no,cellular,Businessman,196200,16779024,1
708573933,50,F,3,Post-Graduate,Single,IL,91750,yes,yes,no,cellular,Businessman,183118,15660251.36,2
708575058,50,F,0,Post-Graduate,Married,TX,91750,yes,yes,no,cellular,Businessman,36188,3094797.76,3
708577308,58,M,0,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,14975,1280662,2
708579633,51,F,1,Doctorate,Married,TX,91750,no,yes,no,cellular,Blue-collar,13704,1171966.08,1
708580908,41,F,2,Graduate,Married,TX,91750,yes,no,yes,cellular,Selfemployeed,12686,1084906.72,3
708582858,47,F,1,Doctorate,Married,NY,91750,yes,no,no,cellular,Blue-collar,33801,2890661.52,2
708584208,44,F,2,Graduate,Single,TX,91750,no,yes,no,cellular,Retirees,26226,2242847.52,2
708585933,37,M,2,Unknown,Single,NY,91750,no,yes,no,cellular,Blue-collar,55576,4752859.52,1
708588408,51,M,3,High School,Married,CA,91750,yes,yes,no,cellular,Businessman,61579,5266236.08,3
708590658,39,F,4,High School,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,14975,1280662,3
708593883,35,F,0,Doctorate,Married,TX,91750,no,yes,no,unknown,White-collar,16316,1395344.32,3
708595158,45,F,4,Uneducated,Married,CA,91750,yes,yes,no,cellular,Govt,26447,2261747.44,2
708596283,56,F,3,Graduate,Single,FL,91750,yes,yes,no,unknown,Selfemployeed,32924,2815660.48,1
708597558,49,M,5,Doctorate,Single,CA,91750,no,yes,yes,cellular,Blue-collar,45984,3932551.68,2
708600033,55,M,2,Unknown,Single,NY,91750,no,yes,no,unknown,Businessman,87531,7485651.12,2
708602283,47,F,4,Unknown,Married,CA,91750,yes,no,no,cellular,Govt,45701,3908349.52,1
708606633,65,M,0,Graduate,Single,CA,91750,no,yes,no,cellular,White-collar,18114,1549109.28,3
708611733,37,M,3,Doctorate,Single,FL,91750,no,yes,yes,cellular,Govt,73096,6251169.92,3
708614058,40,M,3,Unknown,Single,NJ,91750,no,no,no,cellular,Govt,44044,3766642.88,1
708615183,48,M,3,Graduate,Married,NJ,91750,no,yes,no,cellular,Govt,68693,5874625.36,3
708618933,36,F,4,Graduate,Single,CA,91750,yes,no,no,unknown,Govt,35767,3058793.84,1
708620283,48,F,2,Graduate,Single,NY,91750,yes,yes,no,unknown,White-collar,23554,2014338.08,1
708621408,47,F,3,High School,Single,NY,91750,yes,yes,no,cellular,Govt,52557,4494674.64,2
708623283,31,F,0,Graduate,Single,NY,91750,yes,no,no,unknown,Blue-collar,21274,1819352.48,3
708626058,53,M,3,Unknown,Married,NJ,91750,no,no,no,cellular,Govt,50213,4294215.76,3
708633783,33,F,3,Graduate,Married,FL,91750,no,yes,no,cellular,Blue-collar,16244,1389186.88,2
708635058,41,M,3,Graduate,Single,CA,91750,no,no,no,cellular,Govt,78702,6730595.04,2
708637758,27,F,1,Unknown,Single,MI,91750,no,no,no,cellular,White-collar,38269,3272764.88,1
708642708,28,M,0,Post-Graduate,Married,NJ,91750,yes,no,no,cellular,Selfemployeed,14975,1280662,3
708644208,40,F,1,Uneducated,Married,CA,91750,no,no,no,telephone,Retirees,36638,3133281.76,1
708646233,35,F,1,Uneducated,Married,NJ,91750,no,no,no,cellular,Blue-collar,39538,3381289.76,2
708649683,51,F,3,Doctorate,Married,CA,90250,yes,yes,no,unknown,Businessman,214064,18306753.28,1
708651933,56,F,1,Graduate,Single,CA,91750,yes,yes,no,unknown,White-collar,25413,2173319.76,2
708652908,42,M,3,Uneducated,Single,TX,91750,no,no,no,cellular,White-collar,65425,5595146,2
708653958,60,F,1,High School,Single,TX,91750,yes,yes,yes,unknown,Businessman,30594,2616398.88,3
708654933,27,F,1,High School,Single,FL,91750,no,yes,no,unknown,White-collar,20322,1737937.44,1
708655983,42,F,2,Graduate,Unknown,TX,91750,yes,yes,no,cellular,Blue-collar,12264,1048817.28,1
708657033,38,F,1,Unknown,Married,NJ,91750,yes,no,no,cellular,White-collar,43330,3705581.6,2
708660408,57,F,1,Graduate,Married,TX,91750,no,no,no,unknown,Businessman,27897,2385751.44,2
